SiO2,P2O5,ZrO2,Na2O,Al2O3,Fe2O3,CaO,MgO,K2O,B2O3,BaO,ZnO,Li2O,SrO,La2O3,TiO2,Nb2O5,PbO,Sb2O3,Bi2O3,TeO2,Se,Tg
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.15
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.15
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.15
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.15
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.15
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.15
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.15
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.15
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.15
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.15
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.15
0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.15
0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.15
0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.15
0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,514.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,522.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,519.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,529.15
0.6492,0.0,0.0,0.0,0.1623,0.0,0.0,0.0,0.0,0.0260999999999999,0.0,0.0,0.1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.15
0.6466000000000001,0.0,0.0,0.0,0.1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1616,0.0,0.0,0.0302,0.0,0.0,0.0,0.0,0.0,0.0,935.15
0.6303,0.0,0.0,0.0,0.1575,0.0,0.0,0.0,0.0,0.0252,0.0,0.0,0.1575,0.0,0.0,0.0295,0.0,0.0,0.0,0.0,0.0,0.0,913.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,680.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2938,0.0,0.0,0.0,680.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296,0.0,0.0,0.0,687.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,676.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292,0.0,0.0,0.0,691.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,697.15
0.6812681268126813,0.0,0.0,0.206020602060206,0.1127112711271127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.15
0.6057,0.0,0.0,0.3337,0.0605999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.15
0.6057605760576057,0.0,0.0,0.2671267126712671,0.1271127112711271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.15
0.594,0.0,0.0,0.2443,0.1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.15
0.5242524252425242,0.0,0.0,0.3238323832383238,0.1519151915191519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.15
0.7489000000000001,0.0,0.0,0.174,0.0771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.15
0.4257425742574257,0.0,0.0,0.3899389938993899,0.0,0.1812181218121812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.15
0.5012000000000001,0.0,0.0,0.3739,0.0,0.1216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.15
0.5657,0.0,0.0,0.3627,0.0,0.0688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.15
0.5854,0.0,0.0,0.3167999999999999,0.0,0.0939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.15
0.6593659365936594,0.0,0.0,0.2957295729572957,0.0,0.0426042604260425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.15
0.6651334866513349,0.0,0.0,0.2468753124687531,0.0,0.0851914808519148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.15
0.736973697369737,0.0,0.0,0.2474247424742474,0.0,0.0138013801380138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.15
0.7822999999999999,0.0,0.0,0.1189999999999999,0.0,0.0923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.15
0.6584,0.0,0.0,0.0,0.0559999999999999,0.0,0.0,0.0,0.2855999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.15
0.6747,0.0,0.0,0.1603,0.0,0.0,0.0,0.0,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425,412.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3825,397.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,398.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762723727627237,396.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125,405.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1487851214878512,400.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,400.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212978702129787,400.15
0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,424.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,427.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,393.15
0.4477104579084183,0.0,0.0,0.0,0.2487502499500099,0.0,0.0497900419916016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,536.15
0.6463,0.0,0.0,0.0342,0.0,0.0,0.0,0.0,0.1724,0.0304,0.0253,0.0737,0.0,0.0,0.0,0.0177,0.0,0.0,0.0,0.0,0.0,0.0,848.15
0.6335,0.0,0.0,0.0334999999999999,0.0,0.0,0.0,0.0,0.1689999999999999,0.0297999999999999,0.0247999999999999,0.0722999999999999,0.0,0.0,0.0,0.0172999999999999,0.0,0.0,0.0,0.0,0.0,0.0,853.15
0.6293370662933707,0.0,0.0,0.0332966703329667,0.0,0.0,0.0,0.0,0.1678832116788321,0.0295970402959704,0.0246975302469753,0.0717928207179282,0.0,0.0,0.0,0.0171982801719828,0.0,0.0,0.0,0.0,0.0,0.0064993500649935,847.15
0.6270745850829835,0.0,0.0,0.0331933613277344,0.0,0.0,0.0,0.0,0.1672665466906619,0.029494101179764,0.0245950809838032,0.0715856828634273,0.0,0.0,0.0,0.0171965606878624,0.0,0.0,0.0,0.0,0.0,0.00999800039992,847.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,578.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,571.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,554.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,541.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,519.15
0.3168316831683168,0.0,0.0,0.0,0.0168016801680168,0.0,0.0848084808480848,0.0,0.0,0.0410041004100409,0.0,0.2338233823382338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3067306730673067,0.0,0.0,751.15
0.3224677532246775,0.0,0.0,0.0,0.0341965803419658,0.0,0.0345965403459654,0.0,0.0,0.0583941605839416,0.0,0.2380761923807619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3122687731226877,0.0,0.0,744.15
0.2188781121887811,0.0,0.0,0.0,0.0368963103689631,0.0,0.0167983201679832,0.0,0.0,0.2023797620237976,0.0,0.2307769223077692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2942705729427057,0.0,0.0,723.15
0.208979102089791,0.0,0.0,0.0,0.0368963103689631,0.0,0.0165983401659834,0.0,0.0,0.2123787621237876,0.0,0.2358764123587641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2892710728927107,0.0,0.0,726.15
0.2087999999999999,0.0,0.0,0.0,0.0369,0.0,0.0167,0.0,0.0,0.2123999999999999,0.0,0.2608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2644,0.0,0.0,725.15
0.083,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.15
0.254,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.15
0.7219721972197221,0.0,0.0,0.071007100710071,0.0308030803080308,0.0,0.0,0.0,0.0,0.158015801580158,0.0,0.0077007700770077,0.0105010501050105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.15
0.8345,0.0,0.0,0.033,0.0146,0.0,0.0,0.0,0.0039,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.15
0.7396739673967397,0.0,0.0127012701270127,0.0439043904390439,0.0239023902390239,0.0,0.0474047404740474,0.0311031103110311,0.0166016601660166,0.0809080908090809,0.0,0.0038003800380038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.15
0.7380523895220957,0.0,0.0126974605078984,0.0443911217756448,0.0168966206758648,0.0,0.0595880823835233,0.0232953409318136,0.0165966806638672,0.0807838432313537,0.0,0.0076984603079384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.15
0.7282728272827282,0.0,0.0128012801280128,0.0347034703470347,0.031003100310031,0.0,0.0519051905190519,0.0236023602360236,0.0229022902290229,0.0909090909090909,0.0,0.0039003900390039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.15
0.7356,0.0,0.0127,0.0458,0.0239,0.0,0.0406,0.0403,0.0166,0.0807,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.15
0.0,0.1974,0.0,0.0,0.0658,0.0,0.0,0.0,0.0,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.15
0.0,0.1999800019998,0.0,0.0,0.0666933306669333,0.0,0.0,0.0,0.0,0.0221977802219778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.15
0.0,0.2027,0.0,0.0,0.0676,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.15
0.0,0.2055205520552055,0.0,0.0,0.0685068506850685,0.0,0.0,0.0,0.0,0.0502050205020502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.15
0.0,0.2092999999999999,0.0,0.0,0.0698,0.0,0.0,0.0,0.0,0.0698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.15
0.0,0.2143,0.0,0.0,0.0713999999999999,0.0,0.0,0.0,0.0,0.0951999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5819592628516005,0.0,536.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,317.24999847412107
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,359.0500015258789
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,371.34999694824216
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,379.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,435.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,434.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,425.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,406.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,386.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,433.15
0.4406823727050918,0.0,0.0,0.0,0.0343986240550378,0.0,0.0,0.0,0.0,0.2283908643654254,0.0981960721571137,0.0,0.187492500299988,0.0,0.0107995680172793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.15
0.4204873853784386,0.0,0.0,0.0,0.0375988720338389,0.0,0.0,0.0,0.0,0.222293331200064,0.0986970390888273,0.0,0.2130936071917842,0.0,0.0077997660070197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.15
0.4463866084017479,0.0,0.0,0.0,0.037098887033389,0.0,0.0,0.0,0.0,0.219293421197364,0.1017969460916172,0.0,0.1876943691689249,0.0,0.0076997690069297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.15
0.4342392065110884,0.0,0.0,0.0,0.0304957305977163,0.0,0.0,0.0,0.0,0.2132701421800947,0.0991861139440478,0.0,0.2129701841742156,0.0,0.0097986281920531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.15
0.3621529201203843,0.0,0.0,0.0,0.0319958405407297,0.0,0.2292701948746662,0.0,0.0,0.188875446191995,0.0,0.0,0.1810764600601921,0.0,0.0065991421115255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.15
0.4319827206911724,0.0,0.0,0.0,0.0414983400663973,0.0,0.0,0.0,0.0,0.2142914283428663,0.0981960721571137,0.0,0.2043918243270269,0.0,0.0095996160153593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.15
0.3918843246270149,0.0,0.0,0.0,0.0499980000799967,0.0,0.0,0.0,0.0,0.2358905643774249,0.1116955321787128,0.0,0.2057917683292668,0.0,0.0046998120075196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.15
0.3964801759912004,0.0,0.0,0.0,0.0295985200739963,0.0,0.1886905654717264,0.0,0.0,0.2379881005949702,0.0,0.0,0.1415929203539823,0.0,0.0055997200139993,0.0,0.0,0.0,1.99990000499975e-05,0.0,0.0,0.0,803.15
0.4161083221664433,0.0,0.0,0.0,0.0324006480129602,0.0,0.0590011800236004,0.0,0.0,0.2280045600912018,0.0695013900278005,0.0,0.1881037620752415,0.0,0.00610012200244,0.0,0.0,0.0,0.00045000900018,0.0,0.0,0.0,775.15
0.5401080216043209,0.0,0.0,0.0,0.0216043208641728,0.0,0.0,0.0,0.0109021804360872,0.1136227245449089,0.0977195439087817,0.0422084416883376,0.1679335867173434,0.0,0.0042008401680336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.15
0.4163624543681553,0.0,0.0,0.0,0.0353052957943691,0.0,0.0852127819172876,0.0,0.0,0.2257338600790119,0.0538080712106816,0.0,0.1753262989448417,0.0,0.0082012301845276,0.0,0.0,0.0,2.0003000450067512e-05,0.0,0.0,0.0,787.15
0.4807182778927582,0.0,0.0,0.0,0.0359938810402231,0.0,0.0260955637541617,0.0,0.0,0.205365087935051,0.1214793485107531,0.0,0.1226791445454272,0.0,0.0067988441964865,0.0,0.0,0.0,0.0004999150144475,0.0,0.0,0.0,818.15
0.483214496434893,0.0,0.0,0.0,0.0361010830324909,0.0,0.0263007890236707,0.0,0.0,0.2064061921857655,0.1178035341060231,0.0,0.1233036991109733,0.0,0.0068002040061201,0.0,0.0,0.0,3.0000900027000808e-05,0.0,0.0,0.0,815.15
0.4540181607264291,0.0,0.0,0.0,0.0409016360654426,0.0,0.0447017880715228,0.0,0.0,0.1999079963198528,0.0386015440617624,0.0,0.1234049361974479,0.0920036801472058,0.0064002560102404,0.0,0.0,0.0,2.000080003200128e-05,0.0,0.0,0.0,809.15
0.7031703170317031,0.0,0.0268026802680268,0.032003200320032,0.0347034703470347,0.0,0.1062106210621061,0.0,0.0892089208920892,0.0,0.0,0.0,0.0,0.0038003800380038,0.0,0.0041004100410041,0.0,0.0,0.0,0.0,0.0,0.0,924.15
0.6718671867186718,0.0,0.0249024902490249,0.0338033803380337,0.0822082208220822,0.0,0.0498049804980498,0.0,0.0964096409640964,0.0,0.0,0.0,0.0,0.0323032303230323,0.0,0.0087008700870087,0.0,0.0,0.0,0.0,0.0,0.0,940.15
0.654934506549345,0.0,0.0263973602639736,0.0363963603639636,0.0760923907609239,0.0,0.0312968703129687,0.0,0.0835916408359164,0.0,0.0,0.0,0.0,0.0845915408459154,0.0,0.0066993300669933,0.0,0.0,0.0,0.0,0.0,0.0,934.15
0.6632000000000001,0.0,0.0269,0.0357,0.0796,0.0,0.0,0.0,0.085,0.0,0.0224,0.0,0.0,0.0798,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,928.15
0.6432643264326431,0.0,0.0278027802780277,0.0368036803680368,0.097009700970097,0.0,0.0,0.0,0.0888088808880888,0.0,0.0223022302230223,0.0,0.0,0.0764076407640764,0.0,0.0076007600760076,0.0,0.0,0.0,0.0,0.0,0.0,933.15
0.6714,0.0,0.0269,0.0356,0.0794,0.0,0.0,0.0,0.0848,0.0,0.0223,0.0,0.0,0.0796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.15
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,808.15
0.48,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,801.15
0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,794.15
0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.217,0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,804.15
0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.192,0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.025,0.0,0.0,801.15
0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.235,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,798.15
0.3536353635363536,0.0,0.0832083208320832,0.0,0.0,0.0,0.0,0.0,0.0,0.2104210421042104,0.0,0.0,0.2206220622062205,0.0,0.027002700270027,0.0275027502750275,0.0,0.0,0.0,0.0,0.0,0.0,768.15
0.3559288142371525,0.0,0.0983803239352129,0.0,0.03499300139972,0.0,0.0,0.0,0.0,0.2047590481903619,0.0,0.0,0.2147570485902819,0.0,0.0218956208758248,0.0267946410717856,0.0,0.0,0.0,0.0,0.0,0.0,732.15
0.4000999999999999,0.0,0.1115,0.0,0.0067,0.0,0.0,0.0,0.0,0.1776,0.0,0.0,0.2299,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.15
0.3652634736526348,0.0,0.1187881211878812,0.0353964603539646,0.0,0.0,0.0,0.0,0.0,0.1891810818918108,0.0,0.0,0.2203779622037796,0.0,0.0224977502249775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.15
0.3524,0.0,0.1031,0.0227999999999999,0.0,0.0,0.0,0.0,0.0,0.2231,0.0,0.0,0.2362,0.0,0.026,0.0177,0.0,0.0,0.0,0.0,0.0,0.0,771.15
0.3412341234123412,0.0,0.1706170617061706,0.0,0.0,0.0,0.0,0.0,0.0,0.2048204820482048,0.0,0.0,0.2265226522652265,0.0,0.0,0.0222022202220222,0.0,0.0,0.0,0.0,0.0,0.0,773.15
0.7011841420970516,0.0,0.0,0.0676081129735568,0.0033003960475257,0.0,0.0,0.0,0.0456054726567188,0.0141016922030643,0.0227027243269192,0.0,0.0554066487978557,0.0584070088410609,0.0,0.0,0.0,0.0074008881065727,0.0007000840100812,0.0,0.0,0.0,736.15
0.7212,0.0,0.0,0.0698999999999999,0.0034,0.0,0.0,0.0,0.0466999999999999,0.0147999999999999,0.0232999999999999,0.0,0.0562999999999999,0.0274999999999999,0.0,0.0,0.0,0.0074999999999999,0.0007099999999999,0.0,0.0,0.0,737.15
0.7353073530735308,0.0,0.0,0.06540065400654,0.00330003300033,0.0,0.0,0.0,0.04670046700467,0.01470014700147,0.02330023300233,0.0,0.02740027400274,0.06020060200602,0.0,0.0,0.0,0.00860008600086,0.00070000700007,0.0,0.0,0.0,758.15
